Date,AMCR
2015-12-18,0.0
2015-12-21,-0.017838084499838036
2015-12-22,0.01816206087644323
2015-12-23,0.0
2015-12-24,0.0
2015-12-28,0.0
2015-12-29,0.0
2015-12-30,0.0
2015-12-31,0.012591964258817478
2016-01-04,0.0
2016-01-05,-0.02176174147360166
2016-01-06,0.0
2016-01-07,0.0
2016-01-08,0.0
2016-01-11,-0.04131352176434422
2016-01-12,-0.03867396742625562
2016-01-13,0.0
2016-01-14,0.0
2016-01-15,0.0
2016-01-19,0.0
2016-01-20,0.0
2016-01-21,0.0
2016-01-22,0.0
2016-01-25,0.0
2016-01-26,0.0
2016-01-27,0.0
2016-01-28,0.0
2016-01-29,0.0
2016-02-01,0.0
2016-02-02,0.0
2016-02-03,0.0
2016-02-04,0.0
2016-02-05,0.0
2016-02-08,0.0
2016-02-09,0.0
2016-02-10,0.0
2016-02-11,0.0
2016-02-12,0.0
2016-02-16,0.0
2016-02-17,0.0
2016-02-18,0.0
2016-02-19,0.0
2016-02-22,0.0
2016-02-23,0.022687185972901425
2016-02-24,0.0
2016-02-25,0.0
2016-02-26,0.0
2016-02-29,0.0
2016-03-01,0.0
2016-03-02,0.0
2016-03-03,0.0
2016-03-04,0.0
2016-03-07,0.0
2016-03-08,0.0
2016-03-09,0.0
2016-03-10,0.2034485875133285
2016-03-11,0.0
2016-03-14,0.0
2016-03-15,0.0
2016-03-16,0.0
2016-03-17,0.0
2016-03-18,0.0
2016-03-21,0.0
2016-03-22,0.0
2016-03-23,0.0
2016-03-24,0.0
2016-03-28,0.0
2016-03-29,0.0
2016-03-30,0.0
2016-03-31,0.0
2016-04-01,0.0
2016-04-04,0.0
2016-04-05,0.0
2016-04-06,0.0
2016-04-07,0.036293974649065364
2016-04-08,0.0
2016-04-11,0.013824813316311024
2016-04-12,0.0
2016-04-13,0.0
2016-04-14,0.0
2016-04-15,0.0
2016-04-18,0.0
2016-04-19,0.0
2016-04-20,0.0
2016-04-21,0.0
2016-04-22,0.0
2016-04-25,0.0
2016-04-26,0.0
2016-04-27,0.0
2016-04-28,0.0
2016-04-29,0.0
2016-05-02,0.0
2016-05-03,0.0
2016-05-04,0.0690910688855435
2016-05-05,0.0
2016-05-06,0.0
2016-05-09,0.0
2016-05-10,0.0
2016-05-11,0.0
2016-05-12,0.0
2016-05-13,0.0
2016-05-16,0.0
2016-05-17,0.0
2016-05-18,0.0
2016-05-19,0.0
2016-05-20,0.0
2016-05-23,0.0
2016-05-24,0.0
2016-05-25,0.0
2016-05-26,0.0
2016-05-27,0.0
2016-05-31,0.0
2016-06-01,0.0
2016-06-02,0.0
2016-06-03,0.0
2016-06-06,0.0
2016-06-07,0.013605240852965439
2016-06-08,0.0
2016-06-09,-0.062080171310501475
2016-06-10,0.0
2016-06-13,0.0
2016-06-14,0.0
2016-06-15,0.0
2016-06-16,0.0
2016-06-17,0.0
2016-06-20,0.0
2016-06-21,0.0
2016-06-22,0.0
2016-06-23,0.0
2016-06-24,0.0
2016-06-27,0.0
2016-06-28,0.0
2016-06-29,0.0
2016-06-30,0.0
2016-07-01,-0.007156296450688604
2016-07-05,0.0
2016-07-06,0.0
2016-07-07,0.0
2016-07-08,0.0
2016-07-11,0.0
2016-07-12,0.0
2016-07-13,0.0
2016-07-14,0.0
2016-07-15,0.0
2016-07-18,0.0
2016-07-19,0.0
2016-07-20,0.0
2016-07-21,0.0
2016-07-22,0.0
2016-07-25,0.0
2016-07-26,0.0
2016-07-27,0.0
2016-07-28,0.01351428769397578
2016-07-29,0.0
2016-08-01,0.0
2016-08-02,0.0
2016-08-03,0.0
2016-08-04,0.0
2016-08-05,0.0
2016-08-08,0.0
2016-08-09,0.0
2016-08-10,0.0
2016-08-11,0.0
2016-08-12,0.0
2016-08-15,0.0
2016-08-16,0.0
2016-08-17,0.040888399341121984
2016-08-18,0.0
2016-08-19,0.0
2016-08-22,0.0
2016-08-23,0.0
2016-08-24,0.0
2016-08-25,0.0
2016-08-26,0.0
2016-08-29,0.0
2016-08-30,0.0
2016-08-31,0.0
2016-09-01,0.0
2016-09-02,0.0
2016-09-06,0.019147040777618418
2016-09-07,0.0
2016-09-08,0.0
2016-09-09,0.0
2016-09-12,0.0
2016-09-13,0.0
2016-09-14,0.0
2016-09-15,0.0
2016-09-16,0.0
2016-09-19,0.0
2016-09-20,0.0
2016-09-21,0.0
2016-09-22,0.0
2016-09-23,0.0
2016-09-26,0.0
2016-09-27,0.0
2016-09-28,0.0
2016-09-29,0.0
2016-09-30,0.0
2016-10-03,0.0
2016-10-04,0.0
2016-10-05,0.0
2016-10-06,0.0
2016-10-07,0.0
2016-10-10,0.0
2016-10-11,0.0
2016-10-12,0.0
2016-10-13,0.0
2016-10-14,0.0
2016-10-17,0.0
2016-10-18,0.0
2016-10-19,0.0
2016-10-20,0.0
2016-10-21,0.0
2016-10-24,0.0
2016-10-25,0.0
2016-10-26,0.0
2016-10-27,0.0
2016-10-28,0.0
2016-10-31,0.0
2016-11-01,0.0
2016-11-02,0.0
2016-11-03,0.0
2016-11-04,0.0
2016-11-07,0.0
2016-11-08,0.0
2016-11-09,0.0
2016-11-10,0.0
2016-11-11,0.0
2016-11-14,0.0
2016-11-15,0.0
2016-11-16,0.0
2016-11-17,0.0
2016-11-18,0.0
2016-11-21,0.0
2016-11-22,0.0
2016-11-23,0.0
2016-11-25,0.0
2016-11-28,0.0
2016-11-29,0.0
2016-11-30,0.0
2016-12-01,0.0
2016-12-02,0.0
2016-12-05,0.0
2016-12-06,0.0
2016-12-07,0.0
2016-12-08,0.0
2016-12-09,-0.07429516050144558
2016-12-12,0.0
2016-12-13,-0.019372679195969966
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,0.0
2016-12-19,0.0
2016-12-20,0.0
2016-12-21,0.0
2016-12-22,0.0
2016-12-23,0.0
2016-12-27,0.0
2016-12-28,0.0
2016-12-29,0.0
2016-12-30,0.0
2017-01-03,0.0
2017-01-04,0.0
2017-01-05,0.0
2017-01-06,0.0
2017-01-09,0.0
2017-01-10,0.0
2017-01-11,0.0
2017-01-12,0.0
2017-01-13,0.0
2017-01-17,0.0
2017-01-18,0.0
2017-01-19,0.0
2017-01-20,0.0
2017-01-23,0.0
2017-01-24,0.0
2017-01-25,0.0
2017-01-26,0.0
2017-01-27,0.0
2017-01-30,0.0
2017-01-31,0.0
2017-02-01,0.0
2017-02-02,0.0
2017-02-03,0.0
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,0.0
2017-02-09,0.0
2017-02-10,0.0
2017-02-13,0.0
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,0.0
2017-02-17,0.0
2017-02-21,0.0
2017-02-22,0.0
2017-02-23,0.0
2017-02-24,0.018979953427287866
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,0.0
2017-03-02,0.0
2017-03-03,0.0
2017-03-06,0.0
2017-03-07,0.009407015262235419
2017-03-08,0.0
2017-03-09,-0.014911265298211185
2017-03-10,0.0
2017-03-13,0.0
2017-03-14,0.0
2017-03-15,0.0
2017-03-16,0.03122030817262611
2017-03-17,0.0
2017-03-20,0.0
2017-03-21,0.026605434126453886
2017-03-22,0.0
2017-03-23,0.0
2017-03-24,0.0
2017-03-27,0.0277035240532153
2017-03-28,0.0
2017-03-29,0.0
2017-03-30,0.004347857372001496
2017-03-31,0.0
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,-0.025974032952347903
2017-04-07,0.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,0.0
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,0.04088864272611059
2017-04-27,0.0
2017-04-28,-0.009393408655381186
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,0.0
2017-05-04,0.0
2017-05-05,0.0
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,-0.02500028534116816
2017-05-11,0.0
2017-05-12,0.0
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,-0.02740903924503091
2017-05-19,0.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,0.0
2017-05-30,0.0
2017-05-31,0.0
2017-06-01,0.04545442862581539
2017-06-02,0.02173898704499333
2017-06-05,0.0
2017-06-06,0.0
2017-06-07,0.004255526427140666
2017-06-08,0.0
2017-06-09,0.0
2017-06-12,0.0
2017-06-13,0.0
2017-06-14,0.0
2017-06-15,0.021186416411124842
2017-06-16,0.0
2017-06-19,0.0
2017-06-20,0.0
2017-06-21,0.0
2017-06-22,0.0
2017-06-23,0.0
2017-06-26,0.0
2017-06-27,0.0
2017-06-28,0.0
2017-06-29,0.03153570130356487
2017-06-30,0.0
2017-07-03,0.0
2017-07-05,0.0
2017-07-06,0.0
2017-07-07,0.0
2017-07-10,0.0
2017-07-11,0.0
2017-07-12,0.0
2017-07-13,-0.02252671975260101
2017-07-14,0.0
2017-07-17,0.0
2017-07-18,0.0
2017-07-19,0.0
2017-07-20,0.0
2017-07-21,0.0
2017-07-24,0.0
2017-07-25,0.0
2017-07-26,0.0
2017-07-27,0.012346166685906601
2017-07-28,0.0
2017-07-31,0.0
2017-08-01,0.0
2017-08-02,0.0
2017-08-03,0.0
2017-08-04,0.0
2017-08-07,0.0
2017-08-08,0.0
2017-08-09,0.0
2017-08-10,0.0
2017-08-11,0.0
2017-08-14,0.0
2017-08-15,0.0
2017-08-16,0.0
2017-08-17,0.0
2017-08-18,0.024390186472099895
2017-08-21,-0.007936672120871235
2017-08-22,0.021599788427528743
2017-08-23,0.0
2017-08-24,0.0
2017-08-25,0.0
2017-08-28,0.0
2017-08-29,0.0
2017-08-30,0.0
2017-08-31,0.0
2017-09-01,0.0
2017-09-05,0.03834347877363076
2017-09-06,0.0
2017-09-07,0.0
2017-09-08,0.0
2017-09-11,0.0
2017-09-12,0.0
2017-09-13,0.0
2017-09-14,0.0
2017-09-15,0.0
2017-09-18,0.0
2017-09-19,0.0
2017-09-20,0.0
2017-09-21,0.0
2017-09-22,0.0
2017-09-25,0.0
2017-09-26,0.0
2017-09-27,-0.056382079028187704
2017-09-28,0.0
2017-09-29,0.0
2017-10-02,0.0
2017-10-03,0.0
2017-10-04,0.0
2017-10-05,0.0
2017-10-06,0.0
2017-10-09,0.0
2017-10-10,0.0
2017-10-11,0.0
2017-10-12,0.0
2017-10-13,0.0
2017-10-16,0.0
2017-10-17,0.0
2017-10-18,0.0
2017-10-19,0.0
2017-10-20,0.0
2017-10-23,0.0
2017-10-24,0.0
2017-10-25,0.0
2017-10-26,0.0
2017-10-27,0.0
2017-10-30,0.0
2017-10-31,0.0
2017-11-01,0.0
2017-11-02,0.0
2017-11-03,0.0
2017-11-06,0.0
2017-11-07,0.0
2017-11-08,0.0
2017-11-09,0.0
2017-11-10,0.0
2017-11-13,0.0
2017-11-14,0.0
2017-11-15,0.0
2017-11-16,-0.056431513590451066
2017-11-17,0.0
2017-11-20,0.0
2017-11-21,0.0
2017-11-22,0.0
2017-11-24,0.0
2017-11-27,0.0
2017-11-28,0.0
2017-11-29,-0.006156774870489712
2017-11-30,0.0
2017-12-01,0.0
2017-12-04,0.0
2017-12-05,0.0
2017-12-06,0.0
2017-12-07,0.0
2017-12-08,0.0
2017-12-11,0.0
2017-12-12,0.0
2017-12-13,0.0
2017-12-14,0.0
2017-12-15,0.0
2017-12-18,0.0
2017-12-19,0.0
2017-12-20,0.0
2017-12-21,0.0
2017-12-22,0.0
2017-12-26,0.044247969644161333
2017-12-27,0.0
2017-12-28,0.0
2017-12-29,0.0
2018-01-02,0.0
2018-01-03,0.0
2018-01-04,0.0
2018-01-05,0.0
2018-01-08,0.0
2018-01-09,0.0
2018-01-10,0.0
2018-01-11,0.0
2018-01-12,0.0
2018-01-16,0.0
2018-01-17,-0.016948881632702695
2018-01-18,0.0
2018-01-19,0.0
2018-01-22,0.0
2018-01-23,-0.0008621980760959991
2018-01-24,0.013805010840065579
2018-01-25,0.0
2018-01-26,0.0
2018-01-29,0.0
2018-01-30,0.0
2018-01-31,0.0
2018-02-01,0.0
2018-02-02,0.0
2018-02-05,0.0
2018-02-06,0.0
2018-02-07,0.0
2018-02-08,0.0
2018-02-09,0.0
2018-02-12,0.0
2018-02-13,-0.026383429055627405
2018-02-14,0.0
2018-02-15,-0.034090519881226355
2018-02-16,-0.01357441234511736
2018-02-20,0.0
2018-02-21,0.0
2018-02-22,0.0
2018-02-23,0.019266075560001594
2018-02-26,0.0
2018-02-27,0.018892166466736304
2018-02-28,0.0
2018-03-01,0.0
2018-03-02,-0.033304144285495885
2018-03-05,0.0
2018-03-06,0.0
2018-03-07,0.0
2018-03-08,0.0
2018-03-09,0.0
2018-03-12,0.0
2018-03-13,0.0
2018-03-14,0.0
2018-03-15,0.0
2018-03-16,0.026071383271643267
2018-03-19,0.0
2018-03-20,0.0
2018-03-21,0.0
2018-03-22,0.0
2018-03-23,0.0
2018-03-26,0.0
2018-03-27,0.0
2018-03-28,-0.024500976570701938
2018-03-29,0.0
2018-04-02,0.0
2018-04-03,0.0
2018-04-04,0.0
2018-04-05,0.0
2018-04-06,-0.01860469374635032
2018-04-09,0.0
2018-04-10,0.01895739018497178
2018-04-11,0.0
2018-04-12,0.0
2018-04-13,0.0
2018-04-16,0.0
2018-04-17,0.01581397452634259
2018-04-18,-0.006410106806860938
2018-04-19,0.0
2018-04-20,0.0
2018-04-23,0.0
2018-04-24,0.0
2018-04-25,0.0
2018-04-26,0.0
2018-04-27,0.0
2018-04-30,0.0
2018-05-01,-0.05990806608985799
2018-05-02,0.0
2018-05-03,0.0
2018-05-04,0.0
2018-05-07,0.0
2018-05-08,0.0
2018-05-09,0.02254889719240616
2018-05-10,0.0
2018-05-11,-0.000958572051978468
2018-05-14,0.0
2018-05-15,0.0
2018-05-16,0.0
2018-05-17,0.0
2018-05-18,0.0
2018-05-21,0.0
2018-05-22,0.0
2018-05-23,0.0
2018-05-24,0.0
2018-05-25,0.0
2018-05-29,0.0
2018-05-30,0.0
2018-05-31,0.0
2018-06-01,0.0
2018-06-04,0.0
2018-06-05,0.0
2018-06-06,0.0
2018-06-07,0.007677310505531221
2018-06-08,0.0
2018-06-11,0.0
2018-06-12,0.0
2018-06-13,0.007619315077319833
2018-06-14,0.0
2018-06-15,-0.04064252087719711
2018-06-18,0.0
2018-06-19,-0.014778885039331224
2018-06-20,0.0
2018-06-21,0.0
2018-06-22,0.0
2018-06-25,0.0
2018-06-26,0.0
2018-06-27,0.07000028027252925
2018-06-28,-0.018691754452576648
2018-06-29,0.0
2018-07-02,0.0
2018-07-03,-0.03333287397197726
2018-07-05,0.022659711262627447
2018-07-06,0.006743644372318336
2018-07-09,0.0
2018-07-10,0.0
2018-07-11,0.0
2018-07-12,0.008612882829877266
2018-07-13,0.0
2018-07-16,0.0
2018-07-17,0.0
2018-07-18,0.0
2018-07-19,0.0
2018-07-20,0.0
2018-07-23,0.0
2018-07-24,0.0
2018-07-25,0.0
2018-07-26,0.0
2018-07-27,0.0
2018-07-30,0.0
2018-07-31,0.05313066881837747
2018-08-01,0.0
2018-08-02,0.0
2018-08-03,0.0
2018-08-06,0.0
2018-08-07,0.0
2018-08-08,-0.04504494400364345
2018-08-09,0.0
2018-08-10,-0.028301980187974363
2018-08-13,0.0
2018-08-14,0.0
2018-08-15,0.0
2018-08-16,0.0
2018-08-17,0.0
2018-08-20,0.0
2018-08-21,0.00970853880476108
2018-08-22,0.0
2018-08-23,0.0
2018-08-24,0.0
2018-08-27,0.0
2018-08-28,-0.006730551081418179
2018-08-29,0.0
2018-08-30,0.0
2018-08-31,0.0
2018-09-04,0.0
2018-09-05,0.0
2018-09-06,0.0
2018-09-07,0.023278910544765496
2018-09-10,0.0
2018-09-11,-0.046466755180409436
2018-09-12,0.018274207132599196
2018-09-13,0.0
2018-09-14,0.0
2018-09-17,0.0
2018-09-18,0.0
2018-09-19,-0.027916175709819746
2018-09-20,0.0
2018-09-21,0.0
2018-09-24,0.0
2018-09-25,0.0
2018-09-26,0.015384257576706917
2018-09-27,0.00505077540961274
2018-09-28,0.0
2018-10-01,-0.005025393276826495
2018-10-02,0.0
2018-10-03,-0.03535330463843145
2018-10-04,0.0
2018-10-05,-0.01570704304413051
2018-10-08,0.0
2018-10-09,0.0
2018-10-10,-0.020212506296841792
2018-10-11,0.0
2018-10-12,0.0
2018-10-15,0.009772106368343136
2018-10-16,0.0
2018-10-17,0.0
2018-10-18,0.0
2018-10-19,-0.03225820370797805
2018-10-22,0.0
2018-10-23,0.0
2018-10-24,0.0
2018-10-25,0.0
2018-10-26,0.0
2018-10-29,0.0
2018-10-30,0.0
2018-10-31,0.0
2018-11-01,0.0
2018-11-02,0.0
2018-11-05,0.0
2018-11-06,0.06555552465078729
2018-11-07,0.0
2018-11-08,0.016684191603585807
2018-11-09,-0.0051285431695718975
2018-11-12,-0.010308910751433253
2018-11-13,0.015624967861294303
2018-11-14,0.0010254865115890688
2018-11-15,0.01946728546593146
2018-11-16,0.0
2018-11-19,0.0
2018-11-20,-0.025125878096266985
2018-11-21,0.0
2018-11-23,0.0
2018-11-26,0.0
2018-11-27,0.0
2018-11-28,-0.013401886044470013
2018-11-29,0.030303062574005057
2018-11-30,0.0
2018-12-03,0.0
2018-12-04,0.0
2018-12-06,0.0
2018-12-07,0.0
2018-12-10,0.0
2018-12-11,-0.030425841231269235
2018-12-12,0.004184136381071735
2018-12-13,0.0
2018-12-14,0.0
2018-12-17,-0.010416822176533058
2018-12-18,0.0
2018-12-19,0.0
2018-12-20,-0.0263159853282684
2018-12-21,-0.02702682044260296
2018-12-24,0.0
2018-12-26,-0.027777913428478018
2018-12-27,0.0
2018-12-28,0.06285744402629367
2018-12-31,0.0
2019-01-02,0.0
2019-01-03,0.0
2019-01-04,0.0
2019-01-07,0.02150521800415195
2019-01-08,-0.006315710426068266
2019-01-09,0.0010589600680153133
2019-01-10,0.006349735310861693
2019-01-11,0.0
2019-01-14,0.0
2019-01-15,-0.016824738859718136
2019-01-16,0.0
2019-01-17,0.023529483095569237
2019-01-18,-0.0020898158914663956
2019-01-22,0.0
2019-01-23,0.014659880161879357
2019-01-24,0.0
2019-01-25,0.0
2019-01-28,0.0
2019-01-29,0.0
2019-01-30,0.0
2019-01-31,0.0
2019-02-01,0.0
2019-02-04,0.0
2019-02-05,0.04127923234595121
2019-02-06,0.0
2019-02-07,0.020812840176926972
2019-02-08,0.0
2019-02-11,-0.0029124304908065834
2019-02-12,0.0
2019-02-13,0.0
2019-02-14,0.0
2019-02-15,0.0
2019-02-19,0.0
2019-02-20,0.0
2019-02-21,0.0
2019-02-22,0.0
2019-02-25,0.041869355355695026
2019-02-26,0.0
2019-02-27,0.0
2019-02-28,0.0
2019-03-01,0.0
2019-03-04,0.02011641879859649
2019-03-05,-0.037383346638469095
2019-03-06,0.0038836952574712313
2019-03-07,0.0
2019-03-08,0.0
2019-03-11,0.0
2019-03-12,0.014506548249019646
2019-03-13,-0.0019064378766611156
2019-03-14,0.0
2019-03-15,0.0
2019-03-18,0.0
2019-03-19,0.0
2019-03-20,0.0
2019-03-21,0.0210121845980622
2019-03-22,0.010290171504805379
2019-03-25,-0.0018519471404148113
2019-03-26,0.0
2019-03-27,0.0018553832120487002
2019-03-28,-0.004629405326776248
2019-03-29,0.0
2019-04-01,0.030697504541912002
2019-04-02,0.0
2019-04-03,0.0
2019-04-04,0.0
2019-04-05,-0.022563096737661326
2019-04-08,0.01754395270691389
2019-04-09,0.02087096588490689
2019-04-10,0.0
2019-04-11,0.0
2019-04-12,0.0
2019-04-15,0.0
2019-04-16,-0.00888879071041171
2019-04-17,-0.01255624988939863
2019-04-18,0.0
2019-04-22,-0.007266155601283741
2019-04-23,0.015553638343688947
2019-04-24,0.0
2019-04-25,-0.009009134691271958
2019-04-26,0.010843579487000099
2019-04-29,0.0
2019-04-30,0.0
2019-05-01,0.0
2019-05-02,0.0
2019-05-03,0.06272740137423538
2019-05-06,0.0
2019-05-07,0.0
2019-05-08,0.0
2019-05-09,0.0
2019-05-10,0.0
2019-05-13,0.0
2019-05-14,0.0
2019-05-15,0.0
2019-05-16,0.0
2019-05-17,0.0
2019-05-20,0.0
2019-05-21,0.0
2019-05-22,0.0
2019-05-23,0.0
2019-05-24,0.0
2019-05-28,0.0
2019-05-29,0.0
2019-05-30,0.0
2019-05-31,-0.04619315486934783
2019-06-03,0.0
2019-06-04,0.0
2019-06-05,0.0
2019-06-06,0.0
2019-06-07,0.0
2019-06-10,0.0
2019-06-11,0.0026904431430874176
2019-06-12,0.003577632108342055
2019-06-13,-0.021390150581313216
2019-06-14,-0.004553947923151558
2019-06-17,-0.02561737336302705
2019-06-18,0.014084472731866304
2019-06-19,-0.019444351978666563
2019-06-20,0.02643971511402654
2019-06-21,0.01379987252563808
2019-06-24,0.010889174188670747
2019-06-25,0.02872493230702622
2019-06-26,0.004362884723726479
2019-06-27,-0.0017369934524910091
2019-06-28,0.0
2019-07-01,-0.005221875406564602
2019-07-02,0.013122892060073221
2019-07-03,0.008635772792098706
2019-07-05,-0.00599305161407282
2019-07-08,-0.014642640446700272
2019-07-09,-0.03671311151082246
2019-07-10,-0.005445035522214425
2019-07-11,0.010949016184669036
2019-07-12,0.006317920178542602
2019-07-15,-0.006278254666697847
2019-07-16,-0.01624542738812762
2019-07-17,0.02568810292559709
2019-07-18,0.008944522281246536
2019-07-19,-0.0008865884198081542
2019-07-22,-0.04702770430182379
2019-07-23,0.0111731837149176
2019-07-24,-0.0064454537874080176
2019-07-25,0.017609016292648105
2019-07-26,-0.0018217366908075405
2019-07-29,-0.008211705778132683
2019-07-30,-0.023918718273477024
2019-07-31,-0.0009424581226755713
2019-08-01,-0.008490707435799605
2019-08-02,0.0028547465774719782
2019-08-05,-0.02277079315634345
2019-08-06,-0.005825061172737844
2019-08-07,0.018554508003167935
2019-08-08,0.01725808260820072
2019-08-09,-0.013195228791199054
2019-08-12,-0.01910209222409298
2019-08-13,0.015579210293024559
2019-08-14,-0.046020902154450094
2019-08-15,-0.025125936675656657
2019-08-16,0.02268051465528842
2019-08-19,0.0191532932855778
